Port,Protocol,Service,Category,Risk,Description
2840,TCP,l3-exprt,Infrastructure,Medium,l3-exprt
2841,TCP,l3-ranger,Infrastructure,Medium,l3-ranger
2842,TCP,l3-hawk,Infrastructure,Medium,l3-hawk
2843,TCP,PDnet,Infrastructure,Medium,PDnet
2844,TCP,BPCP-POLL,Infrastructure,Medium,BPCP POLL
2845,TCP,BPCP-TRAP,Infrastructure,Medium,BPCP TRAP
2846,TCP,AIMPP-Hello,Infrastructure,Medium,AIMPP Hello
2847,TCP,AIMPP-Port-Req,Infrastructure,Medium,AIMPP Port Req
2848,TCP,AMT-BLC-PORT,Infrastructure,Medium,AMT-BLC-PORT
2849,TCP,FXP,Infrastructure,Medium,FXP
2850,TCP,MetaConsole,Infrastructure,Medium,MetaConsole
2851,TCP,webemshttp,Web,Medium,webemshttp
2852,TCP,bears-01,Infrastructure,Medium,bears-01
2853,TCP,ISPipes,Infrastructure,Medium,ISPipes
2854,TCP,InfoMover,Infrastructure,Medium,InfoMover
2856,TCP,cesdinv,Infrastructure,Medium,cesdinv
2857,TCP,SimCtIP,Infrastructure,Medium,SimCtIP
2858,TCP,ECNP,Infrastructure,Medium,ECNP
2859,TCP,Active-Memory,Infrastructure,Medium,Active Memory
2860,TCP,Dialpad-Voice-1,Infrastructure,Medium,Dialpad Voice 1
2861,TCP,Dialpad-Voice-2,Infrastructure,Medium,Dialpad Voice 2
2862,TCP,TTG-Protocol,Infrastructure,Medium,TTG Protocol
2863,TCP,Sonar-Data,Infrastructure,Medium,Sonar Data
2864,TCP,main-5001-cmd,Infrastructure,Medium,main 5001 cmd
2865,TCP,pit-vpn,Infrastructure,Medium,pit-vpn
2866,TCP,lwlistener,Infrastructure,Medium,lwlistener
2867,TCP,esps-portal,Infrastructure,Medium,esps-portal
2868,TCP,NPEP-Messaging,Infrastructure,Medium,NPEP Messaging
2869,TCP,SSDP-event-notification-ICSLAP,Infrastructure,Medium,SSDP event notification / ICSLAP
2870,TCP,daishi,Infrastructure,Medium,daishi
2871,TCP,MSI-Select-Play,Infrastructure,Medium,MSI Select Play
2872,TCP,CONTRACT,Infrastructure,Medium,CONTRACT
2873,TCP,PASPAR2-ZoomIn,Infrastructure,Medium,PASPAR2 ZoomIn
2874,TCP,dxmessagebase1,Infrastructure,Medium,dxmessagebase1
2875,TCP,dxmessagebase2,Infrastructure,Medium,dxmessagebase2
2876,TCP,SPS-Tunnel,Infrastructure,Medium,SPS Tunnel
2877,TCP,BLUELANCE,Infrastructure,Medium,BLUELANCE
2878,TCP,AAP,Infrastructure,Medium,AAP
2879,TCP,ucentric-ds,Infrastructure,Medium,ucentric-ds
2880,TCP,synapse,Infrastructure,Medium,synapse
2881,TCP,NDSP,Infrastructure,Medium,NDSP
2882,TCP,NDTP,Infrastructure,Medium,NDTP
2883,TCP,NDNP,Infrastructure,Medium,NDNP
2884,TCP,Flash-Msg,Infrastructure,Medium,Flash Msg
2885,TCP,TopFlow,Infrastructure,Medium,TopFlow
2886,TCP,RESPONSELOGIC,Infrastructure,Medium,RESPONSELOGIC
2887,TCP,aironet,Infrastructure,Medium,aironet
2888,TCP,SPCSDLOBBY,Infrastructure,Medium,SPCSDLOBBY
2889,TCP,RSOM,Infrastructure,Medium,RSOM
2890,TCP,CSPCLMULTI,Infrastructure,Medium,CSPCLMULTI
2891,TCP,CINEGRFX-ELMD-License-Manager,Infrastructure,Medium,CINEGRFX-ELMD License Manager
2892,TCP,SNIFFERDATA,Infrastructure,Medium,SNIFFERDATA
2893,TCP,VSECONNECTOR,C2,High,VSECONNECTOR
2894,TCP,ABACUS-REMOTE,Infrastructure,Medium,ABACUS-REMOTE
2895,TCP,NATUS-LINK,Infrastructure,Medium,NATUS LINK
2896,TCP,ECOVISIONG6-1,Infrastructure,Medium,ECOVISIONG6-1
2897,TCP,Citrix-RTMP,Infrastructure,Medium,Citrix RTMP
2898,TCP,APPLIANCE-CFG,Infrastructure,Medium,APPLIANCE-CFG
2899,TCP,casenmfujitsucojp,Infrastructure,Medium,case.nm.fujitsu.co.jp
2900,TCP,magisoftcom,Infrastructure,Medium,magisoft.com
2901,TCP,ALLSTORCNS,C2,High,ALLSTORCNS
2902,TCP,NET-ASPI,Infrastructure,Medium,NET ASPI
2903,TCP,SUITCASE,Infrastructure,Medium,SUITCASE
2904,TCP,M2UA,Infrastructure,Medium,M2UA
2905,TCP,M3UA,Infrastructure,Medium,M3UA
2906,TCP,CALLER9,Infrastructure,Medium,CALLER9
2907,TCP,WEBMETHODS-B2B,Web,Medium,WEBMETHODS B2B
2908,TCP,mao,Infrastructure,Medium,mao
2909,TCP,Funk-Dialout,Infrastructure,Medium,Funk Dialout
2910,TCP,TDAccess,Infrastructure,Medium,TDAccess
2911,TCP,Blockade,Infrastructure,Medium,Blockade
2912,TCP,Epicon,Infrastructure,Medium,Epicon
2913,TCP,Booster-Ware,Infrastructure,Medium,Booster Ware
2914,TCP,Game-Lobby,Infrastructure,Medium,Game Lobby
2915,TCP,TK-Socket,Infrastructure,Medium,TK Socket
2916,TCP,Elvin-Server,Infrastructure,Medium,Elvin Server
2917,TCP,Elvin-Client,Infrastructure,Medium,Elvin Client
2918,TCP,Kasten-Chase-Pad,Infrastructure,Medium,Kasten Chase Pad
2919,TCP,ROBOER,Infrastructure,Medium,ROBOER
2920,TCP,ROBOEDA,Infrastructure,Medium,ROBOEDA
2921,TCP,CESD-Contents-Delivery-Management,Infrastructure,Medium,CESD Contents Delivery Management
2922,TCP,CESD-Contents-Delivery-Data-Transfer,Infrastructure,Medium,CESD Contents Delivery Data Transfer
2923,TCP,WTA-WSP-WTP-S,Infrastructure,Medium,WTA-WSP-WTP-S
2924,TCP,PRECISE-VIP,Infrastructure,Medium,PRECISE-VIP
2925,TCP,Firewall-Redundancy-Protocol,Infrastructure,Medium,Firewall Redundancy Protocol
2926,TCP,MOBILE-FILE-DL,Infrastructure,Medium,MOBILE-FILE-DL
2927,TCP,UNIMOBILECTRL,Infrastructure,Medium,UNIMOBILECTRL
2928,TCP,REDSTONE-CPSS,Infrastructure,Medium,REDSTONE-CPSS
2929,TCP,PANJA-WEBADMIN,Web,Medium,PANJA-WEBADMIN
2930,TCP,PANJA-WEBLINX,Web,Medium,PANJA-WEBLINX
2931,TCP,Circle-X,C2,High,Circle-X
2932,TCP,INCP,Infrastructure,Medium,INCP
2933,TCP,4-TIER-OPM-GW,Infrastructure,Medium,4-TIER OPM GW
2934,TCP,4-TIER-OPM-CLI,Infrastructure,Medium,4-TIER OPM CLI
2935,TCP,QTP,Infrastructure,Medium,QTP
2936,TCP,OTPatch,Infrastructure,Medium,OTPatch
2937,TCP,PNACONSULT-LM,Infrastructure,Medium,PNACONSULT-LM
2938,TCP,SM-PAS-1,Infrastructure,Medium,SM-PAS-1
2939,TCP,SM-PAS-2,Infrastructure,Medium,SM-PAS-2
2940,TCP,SM-PAS-3,Infrastructure,Medium,SM-PAS-3
2941,TCP,SM-PAS-4,Infrastructure,Medium,SM-PAS-4
2942,TCP,SM-PAS-5,Infrastructure,Medium,SM-PAS-5
2943,TCP,TTNRepository,C2,High,TTNRepository
2944,TCP,Megaco-H-248,Infrastructure,Medium,Megaco H-248
2945,TCP,H248-Binary,Infrastructure,Medium,H248 Binary
2946,TCP,FJSVmpor,Infrastructure,Medium,FJSVmpor
2947,TCP,GPSD,Infrastructure,Medium,GPSD
2948,TCP,WAP-PUSH,Infrastructure,Medium,WAP PUSH
2949,TCP,WAP-PUSH-SECURE,Infrastructure,Medium,WAP PUSH SECURE
2950,TCP,ESIP,Infrastructure,Medium,ESIP
2951,TCP,OTTP,Infrastructure,Medium,OTTP
2952,TCP,MPFWSAS,Infrastructure,Medium,MPFWSAS
2953,TCP,OVALARMSRV,Infrastructure,Medium,OVALARMSRV
2954,TCP,OVALARMSRV-CMD,Infrastructure,Medium,OVALARMSRV-CMD
2955,TCP,CSNOTIFY,Infrastructure,Medium,CSNOTIFY
2956,TCP,OVRIMOSDBMAN,Infrastructure,Medium,OVRIMOSDBMAN
2957,TCP,JAMCT5,Infrastructure,Medium,JAMCT5
2958,TCP,JAMCT6,Infrastructure,Medium,JAMCT6
2959,TCP,RMOPAGT,Infrastructure,Medium,RMOPAGT
2960,TCP,DFOXSERVER,Infrastructure,Medium,DFOXSERVER
2961,TCP,BOLDSOFT-LM,Infrastructure,Medium,BOLDSOFT-LM
2962,TCP,IPH-POLICY-CLI,Infrastructure,Medium,IPH-POLICY-CLI
2963,TCP,IPH-POLICY-ADM,Infrastructure,Medium,IPH-POLICY-ADM
2964,TCP,BULLANT-SRAP,Infrastructure,Medium,BULLANT SRAP
2965,TCP,BULLANT-RAP,Infrastructure,Medium,BULLANT RAP
2966,TCP,IDP-INFOTRIEVE,Infrastructure,Medium,IDP-INFOTRIEVE
2967,TCP,SSC-AGENT,Infrastructure,Medium,SSC-AGENT
2968,TCP,ENPP,Infrastructure,Medium,ENPP
2969,TCP,UPnP-ESSP,Infrastructure,Medium,UPnP / ESSP
2970,TCP,INDEX-NET,Infrastructure,Medium,INDEX-NET
2971,TCP,Net-Clip,Infrastructure,Medium,Net Clip
2972,TCP,PMSM-Webrctl,Web,Medium,PMSM Webrctl
2973,TCP,SV-Networks,Infrastructure,Medium,SV Networks
2974,TCP,Signal,Infrastructure,Medium,Signal
2975,TCP,Fujitsu-Configuration-Management-Service,Infrastructure,Medium,Fujitsu Configuration Management Service
2976,TCP,CNS-Server-Port,Infrastructure,Medium,CNS Server Port
2977,TCP,TTCs-Enterprise-Test-Access-Protocol---NS,Infrastructure,Medium,TTCs Enterprise Test Access Protocol - NS
2978,TCP,TTCs-Enterprise-Test-Access-Protocol---DS,Infrastructure,Medium,TTCs Enterprise Test Access Protocol - DS
2979,TCP,H263-Video-Streaming,Infrastructure,Medium,H.263 Video Streaming
2980,TCP,Instant-Messaging-Service,Infrastructure,Medium,Instant Messaging Service
2981,TCP,MYLXAMPORT,Infrastructure,Medium,MYLXAMPORT
2982,TCP,IWB-WHITEBOARD,Infrastructure,Medium,IWB-WHITEBOARD
2983,TCP,NETPLAN,Infrastructure,Medium,NETPLAN
2984,TCP,HPIDSADMIN,Infrastructure,Medium,HPIDSADMIN
2985,TCP,HPIDSAGENT,Infrastructure,Medium,HPIDSAGENT
2986,TCP,STONEFALLS,Infrastructure,Medium,STONEFALLS
2987,TCP,IDENTIFY,Infrastructure,Medium,IDENTIFY
2988,TCP,CLASSIFY,Infrastructure,Medium,CLASSIFY
2989,TCP,ZARKOV,Infrastructure,Medium,ZARKOV
2990,TCP,BOSCAP,Infrastructure,Medium,BOSCAP
2991,TCP,WKSTN-MON,Infrastructure,Medium,WKSTN-MON
2992,TCP,ITB301,Infrastructure,Medium,ITB301
2993,TCP,VERITAS-VIS1,Infrastructure,Medium,VERITAS VIS1
2994,TCP,VERITAS-VIS2,Infrastructure,Medium,VERITAS VIS2
2995,TCP,IDRS,Infrastructure,Medium,IDRS
2996,TCP,vsixml,Infrastructure,Medium,vsixml
2997,TCP,REBOL,Infrastructure,Medium,REBOL
2998,TCP,Real-Secure,Infrastructure,Medium,Real Secure
2999,TCP,RemoteWare-Unassigned,Infrastructure,Medium,RemoteWare Unassigned
3000,TCP,Dev-Web,Development,Medium,Development web server
3001,TCP,Phatbot-Worm-Redwood-Broker,Infrastructure,Medium,Phatbot Worm / Redwood Broker
3002,TCP,RemoteWare-Server,Infrastructure,Medium,RemoteWare Server
3003,TCP,CGMS,Infrastructure,Medium,CGMS
3004,TCP,Csoft-Agent,Infrastructure,Medium,Csoft Agent
3005,TCP,Genius-License-Manager,Infrastructure,Medium,Genius License Manager
3006,TCP,Instant-Internet-Admin,Infrastructure,Medium,Instant Internet Admin
3007,TCP,Lotus-Mail-Tracking-Agent-Protocol,Infrastructure,Medium,Lotus Mail Tracking Agent Protocol
3008,TCP,Midnight-Technologies,Infrastructure,Medium,Midnight Technologies
3009,TCP,PXC-NTFY,Infrastructure,Medium,PXC-NTFY
3010,TCP,Telerate-Workstation,Infrastructure,Medium,Telerate Workstation
3011,TCP,Trusted-Web,Web,Medium,Trusted Web
3012,TCP,Trusted-Web-Client,Web,Medium,Trusted Web Client
3013,TCP,Gilat-Sky-Surfer,Infrastructure,Medium,Gilat Sky Surfer
3014,TCP,Broker-Service,Infrastructure,Medium,Broker Service
3015,TCP,NATI-DSTP,Infrastructure,Medium,NATI DSTP
3016,TCP,Notify-Server,Infrastructure,Medium,Notify Server
3017,TCP,Event-Listener,Infrastructure,Medium,Event Listener
3018,TCP,Service-Registry,Infrastructure,Medium,Service Registry
3019,TCP,Resource-Manager,Infrastructure,Medium,Resource Manager
3020,TCP,CIFS,Infrastructure,Medium,CIFS
3021,TCP,AGRI-Server,Infrastructure,Medium,AGRI Server
3022,TCP,CSREGAGENT,Infrastructure,Medium,CSREGAGENT
3023,TCP,magicnotes,Infrastructure,Medium,magicnotes
3024,TCP,NDSSSO,Infrastructure,Medium,NDS_SSO
3025,TCP,Arepa-Raft,Infrastructure,Medium,Arepa Raft
3026,TCP,AGRI-Gateway,Infrastructure,Medium,AGRI Gateway
3027,TCP,LiebDevMgmtC,Infrastructure,Medium,LiebDevMgmt_C
3028,TCP,LiebDevMgmtDM,Infrastructure,Medium,LiebDevMgmt_DM
3029,TCP,LiebDevMgmtA,Infrastructure,Medium,LiebDevMgmt_A
3030,TCP,Arepa-Cas,Infrastructure,Medium,Arepa Cas
3031,TCP,AgentVU,Infrastructure,Medium,AgentVU
3032,TCP,Redwood-Chat,Infrastructure,Medium,Redwood Chat
3033,TCP,PDB,Infrastructure,Medium,PDB
3034,TCP,Osmosis-AEEA,Infrastructure,Medium,Osmosis AEEA
3035,TCP,FJSV-gssagt,Infrastructure,Medium,FJSV gssagt
3036,TCP,Hagel-DUMP,Infrastructure,Medium,Hagel DUMP
3037,TCP,HP-SAN-Mgmt,Infrastructure,Medium,HP SAN Mgmt
3038,TCP,Santak-UPS,Infrastructure,Medium,Santak UPS
3039,TCP,Cogitate-Inc,Development,Medium,Cogitate Inc.
3040,TCP,Tomato-Springs,Infrastructure,Medium,Tomato Springs
3041,TCP,di-traceware,Infrastructure,Medium,di-traceware
3042,TCP,journee,Infrastructure,Medium,journee
3043,TCP,BRP,Infrastructure,Medium,BRP
3045,TCP,ResponseNet,Infrastructure,Medium,ResponseNet
3046,TCP,di-ase,Infrastructure,Medium,di-ase
3047,TCP,Fast-Security-HL-Server,Infrastructure,Medium,Fast Security HL Server
3048,TCP,Sierra-Net-PC-Trader,Infrastructure,Medium,Sierra Net PC Trader
3049,TCP,NSWS,Infrastructure,Medium,NSWS
3050,TCP,gdsdb,Infrastructure,Medium,gds_db
3051,TCP,Galaxy-Server,Infrastructure,Medium,Galaxy Server
3052,TCP,APCPCNS,Infrastructure,Medium,APCPCNS
3053,TCP,dsom-server,Infrastructure,Medium,dsom-server
3054,TCP,AMT-CNF-PROT,Infrastructure,Medium,AMT CNF PROT
3055,TCP,Policy-Server,Infrastructure,Medium,Policy Server
3056,TCP,CDL-Server,Infrastructure,Medium,CDL Server
3057,TCP,GoAhead-FldUp,Infrastructure,Medium,GoAhead FldUp
3058,TCP,videobeans,Infrastructure,Medium,videobeans
3059,TCP,qsoft,Infrastructure,Medium,qsoft
3060,TCP,interserver,Infrastructure,Medium,interserver
3061,TCP,cautcpd,Infrastructure,Medium,cautcpd
3062,TCP,ncacn-ip-tcp,Infrastructure,Medium,ncacn-ip-tcp
3063,TCP,ncadg-ip-udp,Infrastructure,Medium,ncadg-ip-udp
3065,TCP,slinterbase,Infrastructure,Medium,slinterbase
3066,TCP,NETATTACHSDMP,Infrastructure,Medium,NETATTACHSDMP
3067,TCP,W32Korgo-Worm-FJHPJP,Infrastructure,Medium,W32.Korgo Worm / FJHPJP
3068,TCP,ls3-Broadcast,Infrastructure,Medium,ls3 Broadcast
3069,TCP,ls3,Infrastructure,Medium,ls3
3070,TCP,MGXSWITCH,Infrastructure,Medium,MGXSWITCH
3075,TCP,Orbix-2000-Locator,C2,High,Orbix 2000 Locator
3076,TCP,Orbix-2000-Config,Infrastructure,Medium,Orbix 2000 Config
3077,TCP,Orbix-2000-Locator-SSL,C2,High,Orbix 2000 Locator SSL
3078,TCP,Orbix-2000-Locator-SSL,C2,High,Orbix 2000 Locator SSL
3079,TCP,LV-Front-Panel,Infrastructure,Medium,LV Front Panel
3080,TCP,stmpproc,Infrastructure,Medium,stm_pproc
3081,TCP,TL1-LV,Infrastructure,Medium,TL1-LV
3082,TCP,TL1-RAW,Infrastructure,Medium,TL1-RAW
3083,TCP,TL1-TELNET,RemoteAccess,High,TL1-TELNET
3084,TCP,ITM-MCCS,Infrastructure,Medium,ITM-MCCS
3085,TCP,PCIHReq,Infrastructure,Medium,PCIHReq
3086,TCP,JDL-DBKitchen,Infrastructure,Medium,JDL-DBKitchen
3105,TCP,Cardbox,Infrastructure,Medium,Cardbox
3106,TCP,Cardbox-HTTP,Web,Medium,Cardbox HTTP
3127,TCP,W32MydoomA-virus,Infrastructure,Medium,W32.Mydoom.A virus
3128,TCP,Proxy,Web,Medium,Web proxy
3129,TCP,Masters-Paradise,Infrastructure,Medium,Master's Paradise (Windows Trojan)
3130,TCP,ICPv2,Infrastructure,Medium,ICPv2
3131,TCP,Net-Book-Mark,Infrastructure,Medium,Net Book Mark
3141,TCP,VMODEM,Infrastructure,Medium,VMODEM
3142,TCP,RDC-WH-EOS,Infrastructure,Medium,RDC WH EOS
3143,TCP,Sea-View,Infrastructure,Medium,Sea View
3144,TCP,Tarantella,Infrastructure,Medium,Tarantella
3145,TCP,CSI-LFAP,Infrastructure,Medium,CSI-LFAP
3147,TCP,RFIO,Infrastructure,Medium,RFIO
3148,TCP,NetMike-Game-Administrator,C2,High,NetMike Game Administrator
3149,TCP,NetMike-Game-Server,Infrastructure,Medium,NetMike Game Server
3150,TCP,NetMike-Assessor-Administrator,C2,High,NetMike Assessor Administrator
3151,TCP,NetMike-Assessor,Infrastructure,Medium,NetMike Assessor
3180,TCP,Millicent-Broker-Server,Infrastructure,Medium,Millicent Broker Server
3181,TCP,BMC-Patrol-Agent,Infrastructure,Medium,BMC Patrol Agent
3182,TCP,BMC-Patrol-Rendezvous,Infrastructure,Medium,BMC Patrol Rendezvous
3262,TCP,NECP,Infrastructure,Medium,NECP
3264,TCP,ccmail-lotus,Infrastructure,Medium,cc:mail/lotus
3265,TCP,Altav-Tunnel,Infrastructure,Medium,Altav Tunnel
3266,TCP,NS-CFG-Server,Infrastructure,Medium,NS CFG Server
3267,TCP,IBM-Dial-Out,Infrastructure,Medium,IBM Dial Out
3268,TCP,LDAP-GC,Auth,Medium,Global catalog
3269,TCP,LDAP-GC-SSL,Auth,Low,Secure global catalog
3270,TCP,Verismart,Infrastructure,Medium,Verismart
3271,TCP,CSoft-Prev-Port,Infrastructure,Medium,CSoft Prev Port
3272,TCP,Fujitsu-User-Manager,Infrastructure,Medium,Fujitsu User Manager
3273,TCP,Simple-Extensible-Multiplexed-Protocol,Infrastructure,Medium,Simple Extensible Multiplexed Protocol
3274,TCP,Ordinox-Server,Infrastructure,Medium,Ordinox Server
3275,TCP,SAMD,Infrastructure,Medium,SAMD
3276,TCP,Maxim-ASICs,Infrastructure,Medium,Maxim ASICs
3277,TCP,AWG-Proxy,Web,Medium,AWG Proxy
3278,TCP,LKCM-Server,Infrastructure,Medium,LKCM Server
3279,TCP,admind,Infrastructure,Medium,admind
3280,TCP,VS-Server,Infrastructure,Medium,VS Server
3281,TCP,SYSOPT,Infrastructure,Medium,SYSOPT
3282,TCP,Datusorb,Infrastructure,Medium,Datusorb
3283,TCP,Net-Assistant,Infrastructure,Medium,Net Assistant
3284,TCP,4Talk,Infrastructure,Medium,4Talk
3285,TCP,Plato,Infrastructure,Medium,Plato
3286,TCP,E-Net,Infrastructure,Medium,E-Net
3287,TCP,DIRECTVDATA,Infrastructure,Medium,DIRECTVDATA
3288,TCP,COPS,Infrastructure,Medium,COPS
3289,TCP,ENPC,Infrastructure,Medium,ENPC
3290,TCP,CAPS-LOGISTICS-TOOLKIT---LM,Infrastructure,Medium,CAPS LOGISTICS TOOLKIT - LM
3291,TCP,S-A-Holditch-Associates---LM,Infrastructure,Medium,S A Holditch & Associates - LM
3292,TCP,Cart-O-Rama,Infrastructure,Medium,Cart O Rama
3293,TCP,fg-fps,Infrastructure,Medium,fg-fps
3294,TCP,fg-gip,Infrastructure,Medium,fg-gip
3295,TCP,Dynamic-IP-Lookup,Infrastructure,Medium,Dynamic IP Lookup
3296,TCP,Rib-License-Manager,Infrastructure,Medium,Rib License Manager
3297,TCP,Cytel-License-Manager,Infrastructure,Medium,Cytel License Manager
3298,TCP,Transview,Infrastructure,Medium,Transview
3299,TCP,pdrncs,Infrastructure,Medium,pdrncs
3300,TCP,bmc-patrol-agent,Infrastructure,Medium,bmc-patrol-agent
3301,TCP,Unathorised-use-by-SAP-R-3,Infrastructure,Medium,Unathorised use by SAP R/3
3302,TCP,MCS-Fastmail,Infrastructure,Medium,MCS Fastmail
3303,TCP,OP-Session-Client,Infrastructure,Medium,OP Session Client
3304,TCP,OP-Session-Server,Infrastructure,Medium,OP Session Server
3305,TCP,ODETTE-FTP,FileTransfer,Medium,ODETTE-FTP
3306,TCP,MySQL,Database,High,MySQL database
3307,TCP,OP-Session-Proxy,Web,Medium,OP Session Proxy
3308,TCP,TNS-Server,Infrastructure,Medium,TNS Server
3309,TCP,TNS-ADV,Infrastructure,Medium,TNS ADV
3310,TCP,Dyna-Access,Infrastructure,Medium,Dyna Access
3311,TCP,MCNS-Tel-Ret,Infrastructure,Medium,MCNS Tel Ret
3312,TCP,Application-Management-Server,Infrastructure,Medium,Application Management Server
3313,TCP,Unify-Object-Broker,Infrastructure,Medium,Unify Object Broker
3314,TCP,Unify-Object-Host,Infrastructure,Medium,Unify Object Host
3315,TCP,CDID,Infrastructure,Medium,CDID
3316,TCP,AICC-CMI,Infrastructure,Medium,AICC/CMI
3317,TCP,VSAI-PORT,Infrastructure,Medium,VSAI PORT
3318,TCP,Swith-to-Swith-Routing-Information-Protocol,Infrastructure,Medium,Swith to Swith Routing Information Protocol
3319,TCP,SDT-License-Manager,Infrastructure,Medium,SDT License Manager
3320,TCP,Office-Link-2000,Infrastructure,Medium,Office Link 2000
3321,TCP,VNSSTR,Infrastructure,Medium,VNSSTR
3325,TCP,isiedu,Infrastructure,Medium,isi.edu
3326,TCP,SFTU,Infrastructure,Medium,SFTU
3327,TCP,BBARS,Infrastructure,Medium,BBARS
3328,TCP,Eaglepoint-License-Manager,Infrastructure,Medium,Eaglepoint License Manager
3329,TCP,HP-Device-Disc,Infrastructure,Medium,HP Device Disc
3330,TCP,MCS-Calypso-ICF,Infrastructure,Medium,MCS Calypso ICF
3331,TCP,MCS-Messaging,Infrastructure,Medium,MCS Messaging
3332,TCP,MCS-Mail-Server,Infrastructure,Medium,MCS Mail Server
3333,TCP,DEC-Notes,Infrastructure,Medium,DEC Notes
3334,TCP,Direct-TV-Webcasting,Web,Medium,Direct TV Webcasting
3335,TCP,Direct-TV-Software-Updates,Infrastructure,Medium,Direct TV Software Updates
3336,TCP,Direct-TV-Tickers,Infrastructure,Medium,Direct TV Tickers
3337,TCP,Direct-TV-Data-Catalog,Infrastructure,Medium,Direct TV Data Catalog
3338,TCP,OMF-data-b,Infrastructure,Medium,OMF data b
3339,TCP,OMF-data-l,Infrastructure,Medium,OMF data l
3340,TCP,OMF-data-m,Infrastructure,Medium,OMF data m
3341,TCP,OMF-data-h,Infrastructure,Medium,OMF data h
3342,TCP,WebTIE,Web,Medium,WebTIE
3343,TCP,MS-Cluster-Net,Infrastructure,Medium,MS Cluster Net
3344,TCP,BNT-Manager,Infrastructure,Medium,BNT Manager
3345,TCP,Influence,Infrastructure,Medium,Influence
3346,TCP,Trnsprnt-Proxy,Web,Medium,Trnsprnt Proxy
3347,TCP,Phoenix-RPC,Windows,High,Phoenix RPC
3348,TCP,Pangolin-Laser,Infrastructure,Medium,Pangolin Laser
3349,TCP,Chevin-Services,Infrastructure,Medium,Chevin Services
3350,TCP,FINDVIATV,Infrastructure,Medium,FINDVIATV
3351,TCP,BTRIEVE,Infrastructure,Medium,BTRIEVE
3352,TCP,SSQL,Database,High,SSQL
3353,TCP,FATPIPE,Infrastructure,Medium,FATPIPE
3354,TCP,SUITJD,Infrastructure,Medium,SUITJD
3355,TCP,Hogle-Ordinox-Dbase,Web,Medium,Hogle (proxy backdoor) / Ordinox Dbase
3356,TCP,UPNOTIFYPS,Infrastructure,Medium,UPNOTIFYPS
3357,TCP,Adtech-Test-IP,Infrastructure,Medium,Adtech Test IP
3358,TCP,Mp-Sys-Rmsvr,Infrastructure,Medium,Mp Sys Rmsvr
3359,TCP,WG-NetForce,Infrastructure,Medium,WG NetForce
3360,TCP,KV-Server,Infrastructure,Medium,KV Server
3361,TCP,KV-Agent,Infrastructure,Medium,KV Agent
3362,TCP,DJ-ILM,Infrastructure,Medium,DJ ILM
3363,TCP,NATI-Vi-Server,Infrastructure,Medium,NATI Vi Server
3364,TCP,Creative-Server,Infrastructure,Medium,Creative Server
3365,TCP,Content-Server,Infrastructure,Medium,Content Server
3366,TCP,Creative-Partner,Infrastructure,Medium,Creative Partner
3371,TCP,ccmjfintelcom,Infrastructure,Medium,ccm.jf.intel.com
3372,TCP,Microsoft-Distributed-Transaction-Coordinator-TIP-2,Windows,High,Microsoft Distributed Transaction Coordinator (MSDTC) / TIP 2
3373,TCP,Lavenir-License-Manager,Infrastructure,Medium,Lavenir License Manager
3374,TCP,Cluster-Disc,Infrastructure,Medium,Cluster Disc
3375,TCP,VSNM-Agent,Infrastructure,Medium,VSNM Agent
3376,TCP,CD-Broker,Infrastructure,Medium,CD Broker
3377,TCP,Cogsys-Network-License-Manager,Infrastructure,Medium,Cogsys Network License Manager
3378,TCP,WSICOPY,Infrastructure,Medium,WSICOPY
3379,TCP,SOCORFS,Infrastructure,Medium,SOCORFS
3380,TCP,SNS-Channels,Infrastructure,Medium,SNS Channels
3381,TCP,Geneous,Infrastructure,Medium,Geneous
3382,TCP,Fujitsu-Network-Enhanced-Antitheft-function,Infrastructure,Medium,Fujitsu Network Enhanced Antitheft function
3383,TCP,Enterprise-Software-Products-License-Manager,Infrastructure,Medium,Enterprise Software Products License Manager
3384,TCP,Cluster-Management-Services,Infrastructure,Medium,Cluster Management Services
3385,TCP,qnxnetman,Infrastructure,Medium,qnxnetman
